name,latitude,longitude,room_type,price
🚋Lisbon Gloria Apartment Downtown ⭐Superhost⭐,38.7163,-9.14314,Entire home/apt,138.0
Central Studio - Chiado classy,38.71166,-9.13852,Entire home/apt,
Bright and Spacious Apartment in Ajuda,38.70399084720352,-9.19647446625353,Entire home/apt,97.0
Apartamento Mouraria Guesthouse - Room 2,38.716564,-9.133464,Private room,37.0
A romantic getaway inside the castle walls,38.7131812,-9.1331545,Entire home/apt,74.0
Bairro Alto Vintage Apartment Lisbo,38.71205,-9.1438,Entire home/apt,115.0
Alfama Terrace on Tejo,38.7114,-9.12767,Entire home/apt,90.0
Charming Alfama Charmosa,38.71142,-9.12984,Entire home/apt,49.0
"Lisbon - one season, your apartment",38.71226,-9.15092,Entire home/apt,88.0
Nice 3 Bedrooms Apartment @ Campolide,38.72767,-9.1655,Entire home/apt,110.0
Apartamento Mouraria Guesthouse - Room 3,38.716434,-9.133377,Private room,29.0
Apartamento Mouraria Guesthouse - Room 4,38.71664,-9.133519,Private room,32.0
House for 8 on the west coast,39.14607,-9.23349,Entire home/apt,106.0
"Rosa Residence, cosy chic & patio",38.71288,-9.12907,Entire home/apt,111.0
Apt MONDRIAN historic center/garage,38.70932,-9.15131,Entire home/apt,95.0
Underdog Surf House - double room 2,39.26519,-9.3293,Private room,88.0
Underdog Surf House - Male shared room,39.26546,-9.33042,Shared room,36.0
Writer's House Lisbon (Bairro Alto),38.71098,-9.14835,Entire home/apt,150.0
Cozy Apartment. City Center. Av. Liberdade,38.72295,-9.14489,Entire home/apt,111.0
Room overlooking the river-6,38.70775,-9.16027,Private room,40.0
ALFAMA Cozy and modern flat!,38.71258,-9.12498,Entire home/apt,91.0
ECO Green Studio Apartment Lisbon,38.7046,-9.16718,Entire home/apt,72.0
Alfama river and roofs view,38.71179,-9.12488,Entire home/apt,94.0
Correeiros  28 - 2 Bedrooms Apartment,38.70898,-9.13636,Entire home/apt,199.0
"Cosy apartment, with terrace!",38.69705,-9.19974,Entire home/apt,79.0
Cactus apartment with terrace,38.71228,-9.14324,Entire home/apt,126.0
"Santa Catarina, Lisbon Details II",38.71101,-9.14733,Entire home/apt,123.0
Lalita Apartment - 3 rooms downtown,38.71701,-9.14389,Entire home/apt,127.0
C2 Authentic Stay | XVIII Century Charm | DT,38.71051,-9.14833,Entire home/apt,91.0
Historical Lisbon Apartment,38.71386,-9.14464,Entire home/apt,149.0
Casa das Andorinhas - Cozy studio,38.7132,-9.13203,Entire home/apt,74.0
Apartamento charme no coração de lisboa,38.713748931884766,-9.146364212036133,Entire home/apt,169.0
T1  apartment Saldanha 3p,38.72902,-9.14044,Entire home/apt,67.0
MyFlatinLisbon | Graça 2 sunny views of Tagus,38.71811,-9.12741,Entire home/apt,115.0
By the sea in the center @ Ericeira,38.96695,-9.41797,Entire home/apt,221.0
Underdog Surf House - Female Dorm,39.26393,-9.33106,Shared room,36.0
Senhora do Monte Apartment,38.71964,-9.13181,Entire home/apt,89.0
Small studio city center -Lisbon,38.72183,-9.14373,Entire home/apt,70.0
FADO S.RAFEL,38.71011,-9.12922,Entire home/apt,
Principe Real Town House,38.71458,-9.1473,Entire home/apt,450.0
"Walk to Museums from an Eclectic, Art-Filled Apartment",38.70825,-9.164,Entire home/apt,107.0
Chiado Studio III Amazing Place,38.71067,-9.14151,Entire home/apt,196.0
Bairro Alto w/ View up to 20guests by Central Hill,38.7173,-9.14741,Entire home/apt,593.0
"Welcome to your home, in Lisbon",38.73527,-9.13029,Entire home/apt,79.0
Typical Duplex Apartment in Bairro Alto,38.71332,-9.14579,Entire home/apt,152.0
Condessa in Historical Chiado -,38.71377,-9.14109,Entire home/apt,128.0
Chiado Studio II Fantastic Place,38.71034,-9.14105,Entire home/apt,
